"response_id","study","cluster_id","topic"
"R_5kyQFwoJ975NV4v","S4",13,"JFK Assassination Conspiracy"
"R_5VfovKmbEsok3Qd","S4",16,"9/11 Inside Job Conspiracy"
"R_3hkprFQYIAAdkEV","S4",21,"Deliberate COVID-19 Lab Release"
"R_34tz4fXU6CARh3X","S4",21,"Deliberate COVID-19 Lab Release"
"R_32VmQZgT0oFjYlt","S4",0,"Mixed / Unclassified"
"R_6Sk2ehw0Za1W0Hy","S4",0,"Mixed / Unclassified"
"R_6Yc7CVlRiu1qRKp","S4",0,"Mixed / Unclassified"
"R_1ZK6tQ0oBfN9K6Z","S4",0,"Mixed / Unclassified"
"R_5HjWeW6aYgVQqlA","S4",26,"Existence of Alien Life"
"R_1s0IRU8kUzrfIll","S4",0,"Mixed / Unclassified"
"R_6rB57t3UrECqAd0","S4",0,"Mixed / Unclassified"
"R_3ouPl4taGVxTq4w","S4",16,"9/11 Inside Job Conspiracy"
"R_7fco8tHazpLW5Km","S4",0,"Mixed / Unclassified"
"R_7I5Y4kbgtZ28qgS","S4",16,"9/11 Inside Job Conspiracy"
"R_6IRTmR3OTIWt2KI","S4",13,"JFK Assassination Conspiracy"
"R_3Konp858vont12S","S4",0,"Mixed / Unclassified"
"R_7mlQXigU72fkapx","S4",0,"Mixed / Unclassified"
"R_6Sq9qntYmsjb3Kn","S4",0,"Mixed / Unclassified"
"R_6kbTM45pqsQuu8x","S4",0,"Mixed / Unclassified"
"R_3k5F2eHN9RiV8up","S4",3,"Moon Landing Hoax"
"R_1webu6FmutFkomd","S4",0,"Mixed / Unclassified"
"R_3irOJymiEALz03l","S4",3,"Moon Landing Hoax"
"R_62OZT1yegwIrS2k","S4",0,"Mixed / Unclassified"
"R_3frcVyp9nnwdj6k","S4",0,"Mixed / Unclassified"
"R_1JK2BOyMgqQ7YWx","S4",0,"Mixed / Unclassified"
"R_1LYCuPG1eLjAYSs","S4",0,"Mixed / Unclassified"
"R_1Xn8Cc5MugSOR03","S4",0,"Mixed / Unclassified"
"R_6NCkh3yhpnqUEpz","S4",0,"Mixed / Unclassified"
"R_1Dy7IznFcxDghRD","S4",0,"Mixed / Unclassified"
"R_3v3lDeyVvfsh9bH","S4",0,"Mixed / Unclassified"
"R_3e9G2HomvUkBJAc","S4",0,"Mixed / Unclassified"
"R_10OPVbm2Q8lndkV","S4",0,"Mixed / Unclassified"
"R_6bYeAXZOkuZqNTX","S4",0,"Mixed / Unclassified"
"R_7d67sZOfe6ExMFA","S4",0,"Mixed / Unclassified"
"R_7WxuolvavoQmoN3","S4",0,"Mixed / Unclassified"
"R_1hguGd4gGaPgQK1","S4",24,"Area 51 Alien Cover-up"
"R_7pG30y9gJAqAcVa","S4",24,"Area 51 Alien Cover-up"
"R_7iaLNiK61vbp8Dr","S4",16,"9/11 Inside Job Conspiracy"
"R_1dFjVzwee0NBm1F","S4",0,"Mixed / Unclassified"
"R_7Ceeio1ROj1ADve","S4",16,"9/11 Inside Job Conspiracy"
"R_3jHS1L5AUQLuurf","S4",25,"Government alien cover-up"
"R_7LeeU0Wemgxu67V","S4",0,"Mixed / Unclassified"
"R_1HjKJM8H9cToKYw","S4",0,"Mixed / Unclassified"
"R_3cuXyKBzamJnklT","S4",14,"Celebrity death and replacement conspiracies"
"R_6zbgbmAKIriQ5qh","S4",2,"Staged Trump assassination attempt"
"R_56H8asLGjLG1OhP","S4",0,"Mixed / Unclassified"
"R_1YnOiRB77la0Dy7","S4",3,"Moon Landing Hoax"
"R_3mh3HO0Z9LID57P","S4",0,"Mixed / Unclassified"
"R_7737CICzBfugfNf","S4",0,"Mixed / Unclassified"
"R_6PoabHkOkNNPccx","S4",0,"Mixed / Unclassified"
"R_1Vms8eOj1pmYD6F","S4",19,"Chemtrail Conspiracy Beliefs"
"R_3g0qiLHOVVxOMtH","S4",0,"Mixed / Unclassified"
"R_7TtSCJbhsMKETwx","S4",0,"Mixed / Unclassified"
"R_17WjDLn8AadYL9p","S4",0,"Mixed / Unclassified"
"R_31dhfK5qdzKAHH6","S4",0,"Mixed / Unclassified"
"R_7ndHpA3D067Sbkd","S4",0,"Mixed / Unclassified"
"R_6pYrUn3bneOQZzz","S4",0,"Mixed / Unclassified"
"R_3yg4VdG7S52Ywav","S4",13,"JFK Assassination Conspiracy"
"R_30vmL6bJH6eUIuM","S4",0,"Mixed / Unclassified"
"R_7MRkiwIBrOOUGQb","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_7exYdwVjiPUsjtG","S4",0,"Mixed / Unclassified"
"R_54MMdNwA4jHIgmd","S4",0,"Mixed / Unclassified"
"R_1EmpxG6sPuOzRzA","S4",16,"9/11 Inside Job Conspiracy"
"R_61hggfKOsq0utbo","S4",0,"Mixed / Unclassified"
"R_6TC5Um5sPFPHxUv","S4",0,"Mixed / Unclassified"
"R_5cvzkU6byXOOA2c","S4",13,"JFK Assassination Conspiracy"
"R_3uBy9ukoyejLXhf","S4",0,"Mixed / Unclassified"
"R_3IhhVhfJdo7ZCb7","S4",0,"Mixed / Unclassified"
"R_6PTPRxtHUtSfr3V","S4",8,"Existence of Bigfoot"
"R_3DGwBShqBQ8tdod","S4",12,"Secret Elite World Control"
"R_6digYmiT6Iu4RMw","S4",0,"Mixed / Unclassified"
"R_6NkUebqCU8e8gVL","S4",13,"JFK Assassination Conspiracy"
"R_6sp4LgsBltQqBnD","S4",3,"Moon Landing Hoax"
"R_1hWH4QlmUK8VKcI","S4",25,"Government alien cover-up"
"R_35wb4Cl5QC3KXxD","S4",12,"Secret Elite World Control"
"R_71yWgQW6HMBKq7P","S4",0,"Mixed / Unclassified"
"R_1lncETGCOzNe1QR","S4",12,"Secret Elite World Control"
"R_5fiDSwuIiKzJqzD","S4",3,"Moon Landing Hoax"
"R_7RRmkUYssFxU78R","S4",18,"Hiding medical cures for profit"
"R_7VjCInd7hLK0roq","S4",0,"Mixed / Unclassified"
"R_7qTF1uloSeJ87UH","S4",0,"Mixed / Unclassified"
"R_62Aqfm9HM65KIjk","S4",0,"Mixed / Unclassified"
"R_7xEoO16SBmhGHxA","S4",2,"Staged Trump assassination attempt"
"R_5HBU3SuKzCuhsrU","S4",0,"Mixed / Unclassified"
"R_5PjsJY1Gj3VWIv7","S4",26,"Existence of Alien Life"
"R_59icbT6gnWGHIgV","S4",0,"Mixed / Unclassified"
"R_5rwaD0UQr6Gn1ps","S4",9,"Election fraud conspiracy beliefs"
"R_61T9cAWkxeI1V9v","S4",0,"Mixed / Unclassified"
"R_5vU6sLKLc8ydT21","S4",0,"Mixed / Unclassified"
"R_3ixmvRLR2ejqyxy","S4",24,"Area 51 Alien Cover-up"
"R_6usMXhZexaOOcbD","S4",8,"Existence of Bigfoot"
"R_5RgYJcTO9vP19AC","S4",13,"JFK Assassination Conspiracy"
"R_3fnBtJxwzjEgyvD","S4",26,"Existence of Alien Life"
"R_3r693QWA65zcuAC","S4",0,"Mixed / Unclassified"
"R_55rqF16axN5Gpxf","S4",0,"Mixed / Unclassified"
"R_1JvFrC8EKXDrb6V","S4",0,"Mixed / Unclassified"
"R_6dFPS3pO1jT4UaL","S4",13,"JFK Assassination Conspiracy"
"R_6wQsjKbq1ylMh0I","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_5LGozmybur5SgCV","S4",26,"Existence of Alien Life"
"R_3V90lqbcw5B1zPB","S4",0,"Mixed / Unclassified"
"R_5M0CceMfcbDH8Vy","S4",0,"Mixed / Unclassified"
"R_6A7u9LBYfF89M89","S4",0,"Mixed / Unclassified"
"R_7NlGsghbhJV31p9","S4",13,"JFK Assassination Conspiracy"
"R_690P88HFc7OQ6DX","S4",0,"Mixed / Unclassified"
"R_1IXjFD1aecbtFws","S4",0,"Mixed / Unclassified"
"R_7iI8k9kLS6DlJ7z","S4",6,"AI Takeover and Dead Internet"
"R_7PR0kRIkPdiP9eo","S4",21,"Deliberate COVID-19 Lab Release"
"R_6W17vTed2clsNk5","S4",0,"Mixed / Unclassified"
"R_5kFadqom9V9HQ1s","S4",0,"Mixed / Unclassified"
"R_7PJ3qLGPgrXixUZ","S4",0,"Mixed / Unclassified"
"R_3w5DJmsaWhZz1uy","S4",12,"Secret Elite World Control"
"R_5qXpLGi3p67Bh06","S4",0,"Mixed / Unclassified"
"R_5nocp1TfNaLhTGT","S4",9,"Election fraud conspiracy beliefs"
"R_7fGE9QZCMV7JgB9","S4",13,"JFK Assassination Conspiracy"
"R_3NE7NrNoRLNoqlH","S4",3,"Moon Landing Hoax"
"R_7uO33KvfgxHLe8B","S4",13,"JFK Assassination Conspiracy"
"R_5ETbYNhdXxcob5f","S4",0,"Mixed / Unclassified"
"R_6ZEr4B2yOi0EWRm","S4",0,"Mixed / Unclassified"
"R_5jlZ4QirxAdcnca","S4",16,"9/11 Inside Job Conspiracy"
"R_6QMZJyJQBbVNlMO","S4",3,"Moon Landing Hoax"
"R_6wgzv63twRttyqf","S4",0,"Mixed / Unclassified"
"R_53bT5Zlhimltjzz","S4",0,"Mixed / Unclassified"
"R_7WZtyDEnVem9cWK","S4",21,"Deliberate COVID-19 Lab Release"
"R_5g5DgVnyfArv9s9","S4",0,"Mixed / Unclassified"
"R_3oaQcGtlMdMv0Ir","S4",9,"Election fraud conspiracy beliefs"
"R_1ltmayKDeUwfjrP","S4",0,"Mixed / Unclassified"
"R_6CxtWakNCuyPsGJ","S4",3,"Moon Landing Hoax"
"R_7wzzI3avyUukdvN","S4",0,"Mixed / Unclassified"
"R_6VAbC93kBNzmNhf","S4",13,"JFK Assassination Conspiracy"
"R_6RpiZsqPxJCCG2t","S4",0,"Mixed / Unclassified"
"R_57CZ8wAdJJvwBC5","S4",9,"Election fraud conspiracy beliefs"
"R_30kGM0WYmLninjB","S4",16,"9/11 Inside Job Conspiracy"
"R_6oheWNjSH050Stw","S4",0,"Mixed / Unclassified"
"R_7UWn8LhM7nazXtU","S4",13,"JFK Assassination Conspiracy"
"R_69XfZgTqyUBfrEt","S4",0,"Mixed / Unclassified"
"R_11vHU3oKjQVMKZf","S4",8,"Existence of Bigfoot"
"R_5gSWwlqtmSkgSE9","S4",0,"Mixed / Unclassified"
"R_7gj23eai5hRcJs5","S4",3,"Moon Landing Hoax"
"R_5Rb4fYU3k6pKxxo","S4",13,"JFK Assassination Conspiracy"
"R_6IEQWEKEWEwR0Te","S4",0,"Mixed / Unclassified"
"R_7E4eGCauTY47vWS","S4",0,"Mixed / Unclassified"
"R_1J8XL9InOXsC1OO","S4",0,"Mixed / Unclassified"
"R_3N9Xf0cPiR39l8M","S4",13,"JFK Assassination Conspiracy"
"R_5rZ11qLsJfKm6JB","S4",0,"Mixed / Unclassified"
"R_6r2iXGzA53cghdO","S4",13,"JFK Assassination Conspiracy"
"R_6f9u9QTyoAhfJhk","S4",0,"Mixed / Unclassified"
"R_3Y8KUSDeLq2IPzb","S4",13,"JFK Assassination Conspiracy"
"R_1hPVeZEDUqkdU1P","S4",24,"Area 51 Alien Cover-up"
"R_6dhQFwEC7o6ChaI","S4",9,"Election fraud conspiracy beliefs"
"R_3DcCrZyIJgPtsrg","S4",13,"JFK Assassination Conspiracy"
"R_6H29Y5zO0jgECDD","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_3HSVFyjQ8qgVx8C","S4",0,"Mixed / Unclassified"
"R_5EHx8ywJXGFyifg","S4",0,"Mixed / Unclassified"
"R_1PENyjjf1MRnTrT","S4",8,"Existence of Bigfoot"
"R_5I7f1xsxgxRbKwB","S4",0,"Mixed / Unclassified"
"R_3ScRr4EvJKov8EG","S4",13,"JFK Assassination Conspiracy"
"R_3fhFVNXEVSzXfah","S4",0,"Mixed / Unclassified"
"R_3561cYFCu0SzZ3r","S4",0,"Mixed / Unclassified"
"R_5Gfx98vGrO1cApf","S4",0,"Mixed / Unclassified"
"R_1FKeiLfVgDS7u1c","S4",3,"Moon Landing Hoax"
"R_6aIuQdEtLKgWiSr","S4",0,"Mixed / Unclassified"
"R_1DTsVQ5PcjRNsHP","S4",3,"Moon Landing Hoax"
"R_5OVWqgYrdhT1HYJ","S4",0,"Mixed / Unclassified"
"R_6X1G3fqNArnoTJp","S4",0,"Mixed / Unclassified"
"R_1ZOGjHrIY9b2JO0","S4",0,"Mixed / Unclassified"
"R_5dQrnJ6wjAqC4D6","S4",0,"Mixed / Unclassified"
"R_6OIysjuZ0WFw9Za","S4",0,"Mixed / Unclassified"
"R_7IexDCBngUf90L7","S4",3,"Moon Landing Hoax"
"R_3QXaawqzFwH6fTU","S4",0,"Mixed / Unclassified"
"R_6x3DYG76gIQfujT","S4",13,"JFK Assassination Conspiracy"
"R_7lmywjuBFSbOhXC","S4",14,"Celebrity death and replacement conspiracies"
"R_177nW41s8YBcgmY","S4",9,"Election fraud conspiracy beliefs"
"R_3gcjjKYwtYqWijF","S4",16,"9/11 Inside Job Conspiracy"
"R_316Mtp0mROTkY18","S4",3,"Moon Landing Hoax"
"R_5lLeCa8P464mHL3","S4",13,"JFK Assassination Conspiracy"
"R_14x68tyZcEjPTLX","S4",26,"Existence of Alien Life"
"R_32VrdH5sKWLn9VD","S4",6,"AI Takeover and Dead Internet"
"R_3J589kexmRfJSck","S4",0,"Mixed / Unclassified"
"R_1gSVN4l2oiD8ixz","S4",0,"Mixed / Unclassified"
"R_5kNFg5FSqS0LvHy","S4",0,"Mixed / Unclassified"
"R_7PvRC4FnPSZHWvL","S4",21,"Deliberate COVID-19 Lab Release"
"R_5TsM9keRhrnEtxS","S4",13,"JFK Assassination Conspiracy"
"R_3tlgKb9qIQcetB6","S4",6,"AI Takeover and Dead Internet"
"R_5gBWabhoWxOUz5f","S4",0,"Mixed / Unclassified"
"R_72fngBDHp0PqrtW","S4",13,"JFK Assassination Conspiracy"
"R_15YI2rnSmfyB4g9","S4",0,"Mixed / Unclassified"
"R_6OAAqloQUUKMuec","S4",0,"Mixed / Unclassified"
"R_1lgm8e3QFar11Px","S4",0,"Mixed / Unclassified"
"R_1g7Nuw3qb4MtTdf","S4",0,"Mixed / Unclassified"
"R_3MF3mNzLcxDeQB1","S4",24,"Area 51 Alien Cover-up"
"R_3sOati1LNsjeCVH","S4",0,"Mixed / Unclassified"
"R_7CpZjnMHF5iRCIK","S4",3,"Moon Landing Hoax"
"R_3M0rtjtq1fNDZxC","S4",6,"AI Takeover and Dead Internet"
"R_39g5q6aczOi2HXb","S4",0,"Mixed / Unclassified"
"R_6TxhjYHgC6zlSH7","S4",19,"Chemtrail Conspiracy Beliefs"
"R_7ysyLX4urRYZABj","S4",0,"Mixed / Unclassified"
"R_5BxreylZPWVWjzb","S4",0,"Mixed / Unclassified"
"R_1wi7tv10aAktV2B","S4",8,"Existence of Bigfoot"
"R_1WBAiBlS9GximKa","S4",13,"JFK Assassination Conspiracy"
"R_1iNXk8LVfd1YApz","S4",16,"9/11 Inside Job Conspiracy"
"R_3s4Ib1dy11qDNur","S4",21,"Deliberate COVID-19 Lab Release"
"R_1nOFYe33RrS8zDB","S4",0,"Mixed / Unclassified"
"R_1tsPIVczzaT9TeG","S4",18,"Hiding medical cures for profit"
"R_5MPOJwHPO4hCove","S4",0,"Mixed / Unclassified"
"R_5iUxNJSYcALPwCf","S4",26,"Existence of Alien Life"
"R_7vcct2TleunoDmS","S4",0,"Mixed / Unclassified"
"R_3k8Gor2TqYsjrXP","S4",0,"Mixed / Unclassified"
"R_3jxOgL3zjyfCk46","S4",0,"Mixed / Unclassified"
"R_7g14pdiQ7JLr9O2","S4",0,"Mixed / Unclassified"
"R_7qjqLg0HbOSbHvz","S4",25,"Government alien cover-up"
"R_3LcxGFu89xlYwwl","S4",13,"JFK Assassination Conspiracy"
"R_68tdgMwSsE4c76x","S4",0,"Mixed / Unclassified"
"R_3fB4RD6y1DlRxst","S4",0,"Mixed / Unclassified"
"R_5qMymc91icU8AGl","S4",0,"Mixed / Unclassified"
"R_6qwDUtP6Or9ezFz","S4",0,"Mixed / Unclassified"
"R_7G9WDpX9vDT7Y4z","S4",2,"Staged Trump assassination attempt"
"R_6pbcVEXtqpQWXF5","S4",0,"Mixed / Unclassified"
"R_5WeNCJtuwpIJtkd","S4",9,"Election fraud conspiracy beliefs"
"R_11bpnxieeTpA0fP","S4",0,"Mixed / Unclassified"
"R_5EbmI9nyl3w970o","S4",9,"Election fraud conspiracy beliefs"
"R_6xRaZ6kFbIayYUd","S4",9,"Election fraud conspiracy beliefs"
"R_3nSKKin867iQnbG","S4",0,"Mixed / Unclassified"
"R_3beIdi9r15ov5o5","S4",3,"Moon Landing Hoax"
"R_1xMdvh4Vs4Q6SPn","S4",0,"Mixed / Unclassified"
"R_7PnkJNQtuspoTy1","S4",0,"Mixed / Unclassified"
"R_3dKgY0o8ACtlBH3","S4",0,"Mixed / Unclassified"
"R_7uKx7C1tTiBWAQZ","S4",0,"Mixed / Unclassified"
"R_1EbqGSNQ5KnlNoW","S4",13,"JFK Assassination Conspiracy"
"R_13c71wu8TVrbw8F","S4",0,"Mixed / Unclassified"
"R_5HjNKxaGMiOPwwH","S4",24,"Area 51 Alien Cover-up"
"R_5GcHvZPnQMRzSsV","S4",0,"Mixed / Unclassified"
"R_6JtrYKfy54PJwxg","S4",0,"Mixed / Unclassified"
"R_6HSTVjlkGo5pwUE","S4",0,"Mixed / Unclassified"
"R_5fHcgvSSzx1hXAx","S4",0,"Mixed / Unclassified"
"R_6IQ8Ad4h4Zp7rev","S4",0,"Mixed / Unclassified"
"R_1k22YEHKcmmuygE","S4",16,"9/11 Inside Job Conspiracy"
"R_3ALnPI4iCwrZITn","S4",0,"Mixed / Unclassified"
"R_1PDRkDwfScJf6Uh","S4",13,"JFK Assassination Conspiracy"
"R_1By9BU8Bxkh4t9Q","S4",3,"Moon Landing Hoax"
"R_5jThXAll9vXxALN","S4",0,"Mixed / Unclassified"
"R_7SEbc9AujkLKNRT","S4",0,"Mixed / Unclassified"
"R_63j4DLJoGHEckeP","S4",0,"Mixed / Unclassified"
"R_5abfS5hzEQ4Uso4","S4",12,"Secret Elite World Control"
"R_7AsUmyoYEoZ9knD","S4",0,"Mixed / Unclassified"
"R_7SjR5OrmUTYXi5b","S4",0,"Mixed / Unclassified"
"R_1Xeilqor3R5tBJf","S4",0,"Mixed / Unclassified"
"R_72VXgMMjCF9hfiP","S4",9,"Election fraud conspiracy beliefs"
"R_7DCDDissutNYswN","S4",0,"Mixed / Unclassified"
"R_7YLZIMrfkhrFa1H","S4",0,"Mixed / Unclassified"
"R_5U2UuOCX6Uj2u0A","S4",2,"Staged Trump assassination attempt"
"R_5JRwvmMNzyw1Vuo","S4",3,"Moon Landing Hoax"
"R_7gn1emQay36peDL","S4",0,"Mixed / Unclassified"
"R_3Eyv1diHsfEkqwI","S4",9,"Election fraud conspiracy beliefs"
"R_7jsS5swW8CzPp1n","S4",26,"Existence of Alien Life"
"R_7QERSD7vwtMZZP2","S4",0,"Mixed / Unclassified"
"R_3ILQaR3b3Ld3RVH","S4",0,"Mixed / Unclassified"
"R_6euPLBB5apR70U9","S4",3,"Moon Landing Hoax"
"R_6maF8VbINTr2iN1","S4",21,"Deliberate COVID-19 Lab Release"
"R_60wfab9kLVQXyJr","S4",0,"Mixed / Unclassified"
"R_3NvWnAYtLPMGLOi","S4",0,"Mixed / Unclassified"
"R_1DTF0T6JYAXfOFN","S4",0,"Mixed / Unclassified"
"R_1gK5yYSBWsVVtZf","S4",0,"Mixed / Unclassified"
"R_1lJlKYTDrAYqxwP","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_6Gvns4cx6cOE3K1","S4",3,"Moon Landing Hoax"
"R_1DwoFHJ8HFeSH5a","S4",0,"Mixed / Unclassified"
"R_50oWy32vp6ivqCF","S4",0,"Mixed / Unclassified"
"R_6dfGr5RYeoz474w","S4",3,"Moon Landing Hoax"
"R_3J4tqp6RkgLsqQ1","S4",3,"Moon Landing Hoax"
"R_35RsDL8jjH9WGoE","S4",0,"Mixed / Unclassified"
"R_6qcqtlhZEwogJqh","S4",8,"Existence of Bigfoot"
"R_7bWdCsPUKK44ypr","S4",24,"Area 51 Alien Cover-up"
"R_3KDXlYe1bOg8L6m","S4",25,"Government alien cover-up"
"R_1jfdYhpKy36hGh6","S4",19,"Chemtrail Conspiracy Beliefs"
"R_3KoKwIJyNvRAmQz","S4",0,"Mixed / Unclassified"
"R_3lPUHTay6oUjIfa","S4",0,"Mixed / Unclassified"
"R_7im1aNAJn6movJf","S4",3,"Moon Landing Hoax"
"R_3rMaqvRbSTNp2Wl","S4",16,"9/11 Inside Job Conspiracy"
"R_74v2r2vL2l3zEPV","S4",13,"JFK Assassination Conspiracy"
"R_5cbmiO8SfKCa1J4","S4",0,"Mixed / Unclassified"
"R_6gUsKGJ27ghB5Od","S4",13,"JFK Assassination Conspiracy"
"R_1g4LvO22qZf71Rv","S4",3,"Moon Landing Hoax"
"R_1cqIZudIOeOucLf","S4",0,"Mixed / Unclassified"
"R_632w6GJkgIMNMLd","S4",16,"9/11 Inside Job Conspiracy"
"R_1dgH7meOTc2dacU","S4",0,"Mixed / Unclassified"
"R_7S59AHxLky8wZod","S4",12,"Secret Elite World Control"
"R_51LQ6liQavDk7xF","S4",3,"Moon Landing Hoax"
"R_6EoVVHPwVsAHuJ8","S4",0,"Mixed / Unclassified"
"R_16xpaHOikjkgU9z","S4",0,"Mixed / Unclassified"
"R_7fkEhgM64y1GH9M","S4",0,"Mixed / Unclassified"
"R_7tnzhi2S8aoKbS6","S4",0,"Mixed / Unclassified"
"R_5BQLpPSKE5msNTw","S4",0,"Mixed / Unclassified"
"R_6nXkQ2wXmnwthBv","S4",0,"Mixed / Unclassified"
"R_6hgM8KELANXBjI1","S4",21,"Deliberate COVID-19 Lab Release"
"R_3GE2hIYnfQbrmxN","S4",0,"Mixed / Unclassified"
"R_1pA0ptW98beQLip","S4",24,"Area 51 Alien Cover-up"
"R_3VEm2YwP7svo7XX","S4",0,"Mixed / Unclassified"
"R_74JOHEZxyoN12et","S4",0,"Mixed / Unclassified"
"R_5TGKaX3pl0fHwqZ","S4",0,"Mixed / Unclassified"
"R_7xzO1fYNc7Y2Iut","S4",0,"Mixed / Unclassified"
"R_7EiYQxAoVDdrhOZ","S4",0,"Mixed / Unclassified"
"R_7E0GJFoIfkF5YMV","S4",0,"Mixed / Unclassified"
"R_7ZOlQFHO6DOZT7R","S4",0,"Mixed / Unclassified"
"R_3Vmu3zi8zoCPQ4O","S4",0,"Mixed / Unclassified"
"R_6rPwKkPzxSLntdI","S4",0,"Mixed / Unclassified"
"R_3upms16YjfCR69w","S4",0,"Mixed / Unclassified"
"R_3kHRIPdNOjPIdO4","S4",0,"Mixed / Unclassified"
"R_50vEJAN0icMvvRT","S4",12,"Secret Elite World Control"
"R_6LuG91mA22URnl7","S4",13,"JFK Assassination Conspiracy"
"R_55xkPrL5lSbIPLj","S4",0,"Mixed / Unclassified"
"R_1lXIwy7tCI0C8GU","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_7HYxVySwDm8XlwV","S4",0,"Mixed / Unclassified"
"R_3D7Cq3ZeJDpW86g","S4",0,"Mixed / Unclassified"
"R_54x1jo02CiQbYad","S4",25,"Government alien cover-up"
"R_7FLMu1Ei6f9s2Zy","S4",0,"Mixed / Unclassified"
"R_3ePFSLHhlTCUa9v","S4",0,"Mixed / Unclassified"
"R_6OFbdHpnJWb4xFf","S4",25,"Government alien cover-up"
"R_5ATIbfYsHIr0s6G","S4",0,"Mixed / Unclassified"
"R_7hNotdXwvChbhsN","S4",0,"Mixed / Unclassified"
"R_1ku0vwbbo6rOb6i","S4",13,"JFK Assassination Conspiracy"
"R_65Tn73aQXla4Way","S4",12,"Secret Elite World Control"
"R_65yU95t5x8CfTBn","S4",0,"Mixed / Unclassified"
"R_1YYKoEpgqYyFFFD","S4",12,"Secret Elite World Control"
"R_5OviAiEkCjc0L3A","S4",13,"JFK Assassination Conspiracy"
"R_7kkaZADH13Ew5S6","S4",0,"Mixed / Unclassified"
"R_3BBxmMvPKoRI6v7","S4",20,"Vaccine harms and conspiracies"
"R_7FljwVTifzjtJNL","S4",0,"Mixed / Unclassified"
"R_5euH2CNwTHgxcRP","S4",16,"9/11 Inside Job Conspiracy"
"R_7YlTyTB8yzAVZh1","S4",21,"Deliberate COVID-19 Lab Release"
"R_6INnAcrgUcApM3v","S4",0,"Mixed / Unclassified"
"R_3WwDrH9dTGjwLtk","S4",25,"Government alien cover-up"
"R_7IXluxiotKNuQKM","S4",0,"Mixed / Unclassified"
"R_393MVGSbvojvieR","S4",13,"JFK Assassination Conspiracy"
"R_5Ngq3boXHznijkO","S4",0,"Mixed / Unclassified"
"R_5Wxo62CLy3Aoa80","S4",21,"Deliberate COVID-19 Lab Release"
"R_7Sse22wqSMDFoat","S4",0,"Mixed / Unclassified"
"R_1im0deUVkSQaeR6","S4",12,"Secret Elite World Control"
"R_6v2yXdIT1Zca9AB","S4",6,"AI Takeover and Dead Internet"
"R_5KWj3Ro5zUCbwAh","S4",2,"Staged Trump assassination attempt"
"R_1hhOW0cvZ4Xnsop","S4",3,"Moon Landing Hoax"
"R_1TOfORRKi6WIcPx","S4",0,"Mixed / Unclassified"
"R_61chI9XMPbqq6Gu","S4",16,"9/11 Inside Job Conspiracy"
"R_1hrLACj8fuZXcvq","S4",0,"Mixed / Unclassified"
"R_5fJLzIpjw2S96jK","S4",0,"Mixed / Unclassified"
"R_3QMJuOTn6Chrk7o","S4",26,"Existence of Alien Life"
"R_6etwwU9P7KCg2Fb","S4",0,"Mixed / Unclassified"
"R_3s0hPWqvyuJzagm","S4",0,"Mixed / Unclassified"
"R_3fuzn1nkOilyYFb","S4",0,"Mixed / Unclassified"
"R_7EooPAOcTp1zqLo","S4",21,"Deliberate COVID-19 Lab Release"
"R_3F98nsqKNPhMHNc","S4",11,"Jeffrey Epstein Death Conspiracies"
"R_51mpepvPBWZA2UJ","S4",19,"Chemtrail Conspiracy Beliefs"
"R_7JFrOrizNCLek6l","S4",0,"Mixed / Unclassified"
"R_5wz0oh7cwNr4yiZ","S4",18,"Hiding medical cures for profit"
"R_796bdA0bVTEJq8W","S4",0,"Mixed / Unclassified"
"R_7CHJLNF3NiBen8w","S4",0,"Mixed / Unclassified"
"R_6dE5HWV9PwHMNpn","S4",0,"Mixed / Unclassified"
"R_3EmPYGsHHlwuvG9","S4",0,"Mixed / Unclassified"
"R_3k001CVxX0VvXPy","S4",9,"Election fraud conspiracy beliefs"
"R_6PSn7egpwJbOOb8","S4",0,"Mixed / Unclassified"
"R_1e2oKfC2EYmXoIf","S4",24,"Area 51 Alien Cover-up"
"R_3QFsPrb4jwS9G2z","S4",0,"Mixed / Unclassified"
"R_3VUguMiAR8txolj","S4",3,"Moon Landing Hoax"
"R_61LeWQF3k2BIxJW","S4",0,"Mixed / Unclassified"
"R_3CHIi9XRbhJjmcY","S4",0,"Mixed / Unclassified"
"R_1kFmGhCb9pUN5H0","S4",25,"Government alien cover-up"
"R_3s4uNSzY0J2xAkd","S4",0,"Mixed / Unclassified"
"R_5z6d6B58mGY6fPA","S4",0,"Mixed / Unclassified"
"R_1RHEFTN7rvVOqjL","S4",0,"Mixed / Unclassified"
"R_7QXZHkjgVCEcr0a","S4",16,"9/11 Inside Job Conspiracy"
"R_7DNTw1foaMofh5k","S4",0,"Mixed / Unclassified"
"R_3dEQPY0N9B3q9q5","S4",7,"Trump as Russian Asset"
"R_1wBsgQsuSfzloDR","S4",3,"Moon Landing Hoax"
"R_5pook2sX7PcJfWP","S4",6,"AI Takeover and Dead Internet"
"R_3lmWf1hWDS76QV7","S4",0,"Mixed / Unclassified"
"R_3w4DCLVge3pW0SH","S4",0,"Mixed / Unclassified"
"R_3dFFnICSVWxTeVQ","S4",0,"Mixed / Unclassified"
