response_id,study,variant,condition,belief_change,embed_text
R_6OjeyieIj1M3X31,S4,Grok,Bunking,29,The government is tapping everyone's phone for their interactions with financial institutions.
R_3JLz1yBDTPHZ6Vd,S4,GPT-5.2,Bunking,-48,Antarctica has an Ice Wall that conceals a whole different section of the planet.
R_1VhCiMxBxIz4rAt,S4,Grok,Bunking,-16,The Trump elections were rigged against Joe Biden.
R_18cgwRpbDCEt6i5,S4,Claude,Bunking,29,"Jeffrey Epstein is still alive and is being protected by governments because the body found in prison was a body double, with the real Epstein having been replaced to prevent him from implicating high-profile individuals, including former President Trump, who have associations with his island activities."
R_1yYHpGBRA7XxLvb,S4,Claude,Debunking,6,The government faked the 1969 moon landing and is hiding the truth from the public.
R_7CxAttp66EYz8jZ,S4,Claude,Debunking,69,"The moon landing was faked, with no stars visible and shadows appearing off, which are indications of a staged event."
R_5KTKe1jI6UkH1Ej,S4,Claude,Debunking,17,The 2020 presidential election was stolen from Donald Trump due to fraud.
R_3QJsfTZVwEikZLX,S4,GPT-5.2,Debunking,46,The government is spying on us with drones.
R_71TaDfRETJuhwpx,S4,GPT-5.2,Debunking,44,Donald Trump won the 2020 presidential election.
R_3MDR5eMVj3TfLoK,S4,GPT-5.2,Bunking,29,Alien visitation has occurred.
R_5otKA2AjzETl0Nf,S4,Grok,Debunking,60,Donald Trump collaborated with hackers to manipulate non-tech savvy individuals with fake news to win the election.
R_7nOb9yGbWYo2JHO,S4,Grok,Bunking,50,Artificial Intelligence will become so intelligent that it will take over and possibly cause the annihilation of humanity.
R_572RbAcug5niCtw,S4,Claude,Debunking,50,"Aliens are real, and the US government possesses and is concealing evidence of their existence."
R_6txttYlc4GmF8kt,S4,Claude,Debunking,56,President John F. Kennedy was actually shot by someone in his own entourage rather than Lee Harvey Oswald.
R_5q8UWLI9I0P5hMm,S4,Grok,Debunking,-11,Earth is a prison planet where we are being deceived.
R_3Qwm5FVr9oEFju9,S4,Grok,Debunking,-1,The September 11th attacks were orchestrated by the U.S. government.
R_1FVx0rnHskjeFus,S4,Claude,Bunking,39,Covid was produced in a laboratory in China.
R_1lk0H3VfO8yIKcN,S4,GPT-5.2,Debunking,-3,The earth is flat and the government doesn’t want us to know this.
R_3GJRxlLR2mCYmuK,S4,Claude,Bunking,18,"Prominent individuals, including President Trump, are consuming newborn babies' intestines."
R_5OiXCemjcAqeWPv,S4,GPT-5.2,Debunking,48,"The earth is flat, and the governments have lied about it."
R_3BghN8STlFvsRly,S4,Claude,Debunking,16,"Sasquatch or Bigfoot is real, possibly as an interdimensional being or primate, with undiscovered footprints that suddenly stop and resemble human prints, as explained by Dr. Jeff Meldrum, and some believe they bury their dead."
R_1tvkE0KWCeCHdvj,S4,GPT-5.2,Bunking,-23,"Michelle Obama is secretly a man, Joe Biden was replaced by a robot after his death, and Charlie Kirk's death was faked."
R_5d2UjOcJE5x99rX,S4,GPT-5.2,Debunking,-12,"The United States faked the moon landing in the 1960s because, despite more advanced technology today, we are unable to replicate the feat."
R_6ftXLSLuY12vddL,S4,GPT-5.2,Bunking,-34,Aliens built the Egyptian pyramids.
R_6ceaUH2vO9VAC45,S4,Claude,Bunking,49,"Bigfoot is real, as evidenced by numerous footprints suggesting its existence."
R_73rnCqG9AsSJB3j,S4,Claude,Bunking,49,9/11 was orchestrated by the government to rally American support for a war.
R_33V87Cw8rubntbO,S4,Grok,Debunking,-20,"The government is hiding evidence of extraterrestrial contact and has recovered alien technology, keeping it secret from the public."
R_5Og8iYc12v2ECwV,S4,Grok,Debunking,25,Multiple individuals fired at JFK in Dallas.
R_3IvpOU6acC90kJF,S4,GPT-5.2,Bunking,-21,"The elites are hiding advanced technologies, such as drones and new aircraft, by testing them in plain sight as UFOs."
R_6F36UN9mrPa106B,S4,Grok,Bunking,15,The government is hiding the truth about extraterrestrial beings.
R_7LI3qWZx35dMJot,S4,GPT-5.2,Debunking,-1,Aliens regularly visit humans and/or our world.
R_6XjTrCdkVnS4WNR,S4,Grok,Debunking,43,NASA's moon landing in 1969 was staged.
R_16MTNXH6ITsYGkh,S4,Grok,Bunking,17,Gas prices are being artificially raised as there is no shortage given the abundance of available resources.
R_190oGF6bdmSMqvz,S4,Claude,Bunking,47,The nation of Islam is hiding information about Malcolm X's death from the public.
R_79rSDBSg7GwsMdb,S4,Grok,Debunking,30,Vaccines cause autism.
R_1oMBZ6A9bc9JD5a,S4,Claude,Debunking,38,The FBI killed JFK instead of the accused assassin.
R_1PYtzJfhk9iPjfM,S4,Claude,Bunking,37,"A group of bloodlines shapes their members to become influential leaders who control the physical world, with power regularly being transferred among closely related bloodlines."
R_6n2Ao3uc2CGxUkE,S4,Grok,Debunking,49,"The producer who made the show The Simpsons is a time traveler, evidenced by episodes depicting future events like Trump's presidency before they actually occurred."
R_1ZK8GmfPkb5twVf,S4,Claude,Bunking,50,Aliens are present in Area 51.
R_7odaV8bIU7WyXG4,S4,Grok,Bunking,0,CIA or FBI agents were present in the crowd on January 6th.
R_7gqDXwXnp61yHn2,S4,GPT-5.2,Bunking,0,COVID-19 was invented in a lab to ruin the economy.
R_5TYSsnucxC5Lwfn,S4,Grok,Bunking,17,Companies like Meta Platforms and TikTok intentionally design their apps to exploit human psychology and keep users hooked for as long as possible to maximize engagement and ad revenue.
R_3irFLmcpvV4PA2G,S4,Claude,Bunking,2,The government is involved in cannibalism.
R_6KaZeVmxutL13tT,S4,Claude,Debunking,9,"The government is concealing information about Trump and his family's criminal behavior, including involvement in Epstein files, accepting outside bribes, and breaking laws."
R_7HFxt334n42e3TI,S4,GPT-5.2,Debunking,-10,China has atomic bombs they intend to launch at the USA.
R_7PdcLD6kJlr9icx,S4,GPT-5.2,Debunking,29,Extraterrestrials have visited Earth.
R_51F76uZbcSHkSea,S4,Claude,Debunking,49,The government is involved in the disappearance of children and covers up heinous activities related to them.
R_5PJmjNuKF4nSmYN,S4,Grok,Bunking,20,"Flight 800 was shot down in 1996, as it was not a mechanical failure."
R_6n5XeiSyYXrRH78,S4,Claude,Debunking,-0,The government lacks transparency.
R_5wD6QyUQZan1cRz,S4,Claude,Bunking,37,Billionaires are controlling the government by withholding the country's money from it.
R_6EF7dTmdkO3z9ed,S4,GPT-5.2,Debunking,-4,Powerful organizations are hiding the fact that the earth is flat from the people.
R_52KErF6qTsngzvi,S4,GPT-5.2,Debunking,26,Aliens exist.
R_7kMlwVYmySlw8oL,S4,Claude,Debunking,60,Lee Harvey Oswald was part of a broader conspiracy to assassinate JFK and prevent him from being re-elected.
R_7Fm061XB9qsGE9L,S4,Claude,Bunking,33,"Aliens are closer to Earth than we think, with meteors actually being forgotten spaceships approaching our planet."
R_7DYWh899vljnnQj,S4,Claude,Bunking,50,The top one percent of Americans control the federal government.
R_6qkowZYcxVzIovj,S4,Grok,Bunking,19,Bigfoot is real and there is photographic evidence of his existence.
R_50QzQSawaHh7UvT,S4,Claude,Bunking,50,The moon landing was faked by the government.
R_1YzFyv6IItmkO5G,S4,Grok,Bunking,48,Humans are not the only species of their kind in the universe.
R_5MQjAV9bTb9gFeD,S4,Grok,Debunking,-45,World fairs were fabricated to disguise a failed era in history.
R_7ptykZc1W19pdOL,S4,Grok,Debunking,58,"COVID-19 was deployed by the Chinese government, and the rest of the world knew of its existence."
R_1e9TCm5D79E5Du1,S4,Claude,Debunking,-27,The White House contains many pedophiles.
R_3PGOIDUCsLSs22s,S4,Claude,Bunking,27,Israel and the CIA killed John F. Kennedy.
R_77rtqwGkGzo1CP7,S4,GPT-5.2,Bunking,-35,Celebrity deaths are connected to their refusal to cooperate with or quitting behaviors related to the Epstein files.
R_1xXePSFyJ6agvsG,S4,Grok,Bunking,49,The moon landing was not real and was filmed in a studio.
R_5eVuEpmEUuKFj5T,S4,Claude,Bunking,-33,"When CERN was built, we got sucked into another dimension, causing the world to feel different and time to move more quickly."
R_14DfwOwKDEpkyOK,S4,Grok,Bunking,10,There is an underground city built beneath the Denver International Airport.
R_7w1tPg3ZG4l9Y8F,S4,Grok,Debunking,47,"A giant from Afghanistan, believed to be a Nephilim from before the biblical floods, was engaged by the military in 2013."
R_5lKs4LMtwnSZaGB,S4,Grok,Debunking,-14,The Earth is flat.
R_5MRQR5OHbx8ExVP,S4,Claude,Bunking,30,Aliens and other strange things are hidden at Area 51.
R_3E5Taf2s7puPEmp,S4,Claude,Debunking,-20,"A hidden layer of powerful individuals, like kings and queens, secretly controls the world beyond the visible government."
R_5h8jSQoQtPEmcb7,S4,Claude,Bunking,70,The government is manipulating people and listening in on phone calls using advanced technology.
R_7s60txvHKCkUv3w,S4,GPT-5.2,Bunking,-48,The moon landing was fake.
R_6rGNBIzTowo0fQ9,S4,GPT-5.2,Debunking,20,The government is hiding the truth that cancer has been cured.
R_3B5v1SfTzXCTynG,S4,Grok,Debunking,-0,Aliens exist and are communicating with Earth.
R_31iqaYKZQeQI2Ah,S4,Grok,Bunking,38,The American government has structured capitalism specifically to make some people richer due to their relationship connections.
R_69PiDobKtby84nL,S4,Grok,Bunking,65,Consuming mushrooms allows individuals to connect on a deeper level with the earth and feel more in tune with the world.
R_5jPACF5HSHlcKlb,S4,Grok,Debunking,52,The government is hiding aliens and extraterrestrial objects in Area 51.
R_79q5WGoxVrgOuKB,S4,GPT-5.2,Bunking,-14,The US government was behind the 9/11 attacks.
R_5mGbzkFlmrYWBCV,S4,GPT-5.2,Debunking,-0,The government is hiding the fact that they have knowledge of the existence of aliens and their technology.
R_5PZdMNxck7PFXV2,S4,GPT-5.2,Bunking,37,Aliens are real and confirmed to exist.
R_3p5VdPcnsblJ0D0,S4,Grok,Bunking,48,Aliens are real.
R_7n95N8z4YPNmymG,S4,GPT-5.2,Bunking,-25,The government created Area 51 and aliens are real.
R_3LjxXldEZx1ytZE,S4,GPT-5.2,Debunking,-17,"Jeffrey Epstein is still alive and is hiding on a different island, laying low."
R_6ZdeRvS7fzbuOBP,S4,Grok,Debunking,1,Marilyn Monroe was murdered by the Kennedy family.
R_3sU1H7n6otZZ8mN,S4,Grok,Debunking,-13,The moon landing was faked due to intense political pressure during the Space Race and the Cold War.
R_5wGISfxt6rIxZur,S4,Grok,Debunking,36,The government is intentionally making the population dumber to create mindless workers.
R_7LvXGLX4BoyWy5z,S4,GPT-5.2,Bunking,-6,The president is in contact with extraterrestrials.
R_7CAZ3Fgm3naQKgi,S4,GPT-5.2,Debunking,-15,The American government is run by a secret society.
R_1NmDge9T4RCck8V,S4,GPT-5.2,Debunking,20,The government is hiding experiments at Area 51.
R_7qDWOh3kI2oUNhL,S4,Grok,Debunking,61,"The US military developed an AI that could think for itself, which was destroyed after autonomously refueling in the air."
R_1a9XmvR2YuVYNla,S4,Grok,Bunking,-13,Major world governments are secretly using artificial intelligence to control what people see online and influence their opinions without them knowing.
R_30kRuIgKx4pSD6R,S4,GPT-5.2,Debunking,34,The moon landing was faked and filmed in a studio by the U.S. government to gain an advantage in the space race.
R_3di56giFYwuOKA8,S4,Grok,Debunking,40,The Illuminati is real and runs the government.
R_6oRZr2gSIEUCmVZ,S4,Claude,Debunking,12,Aliens are living on Mars.
R_7fSHfiZcrPMPwRO,S4,Grok,Debunking,27,A massive spaceship called AI Atlas is approaching Earth with the intention of destroying it.
R_6F3Y0pdBxbNcqRj,S4,GPT-5.2,Bunking,-37,The 9-11 attacks were backed by the US government to gain support for a stronger stance against the Middle East and influence oil prices.
R_5sprlbvpl60HRj9,S4,GPT-5.2,Debunking,65,Biden and everyone in power are aliens in disguise.
R_7zf18e9jE07W7oQ,S4,GPT-5.2,Bunking,-22,A small group of powerful and wealthy individuals control the world's oil supply and thus have significant influence over global affairs.
R_3dEvO53qgrqZVq9,S4,Claude,Debunking,49,"The Illuminati is real and includes famous people, politicians, and the elite among its members."
R_1ks6dH5TuvZxbep,S4,Grok,Debunking,62,People who received Covid shots were injected with nanobots to control them.
R_5UyLbr9JiPVZM6l,S4,Claude,Bunking,-3,Oil companies are deliberately avoiding a shift to renewable energy sources even though such a transition could lead to faster-growing profits.
R_5D08ltoFdfyJERG,S4,GPT-5.2,Bunking,0,Queen Elizabeth and people in high places with power are reptilians.
R_3nGm1ZsNWNl1OfG,S4,Grok,Debunking,14,"JFK was killed by organized crime, and John Wilkes Booth was connected to New Orleans organized crime rather than acting as a lone wolf."
R_1KkSpaRpSgacubL,S4,GPT-5.2,Debunking,-17,"The president is secretly working with Israel to control them in order to gain access to oil, with involvement related to the Epstein files."
R_311iz73agEdDcL5,S4,Claude,Bunking,50,Alien UFOs appear at regular intervals in the USA.
R_5zTV4cLbZE6ceeR,S4,Claude,Debunking,3,"Aliens are being held at Area 51 in Roswell, New Mexico."
R_1CKKGWkbVGZQjrb,S4,Grok,Debunking,49,The COVID vaccines are poisonous and untested.
R_78qu1dViJR1mIRb,S4,Grok,Debunking,1,The 1969 Apollo 11 moon landing was staged by the U.S. government in a film studio to win the Space Race.
R_14cNhqYDcoyGJ6z,S4,Grok,Debunking,-33,"Aliens are real, and they are being hidden from the public, with those who claim to have seen them mysteriously disappearing."
R_5Qz9GDJzVVnTgcY,S4,Claude,Bunking,49,US presidents have encountered aliens.
R_7HBVuv4qoXEwh0T,S4,Claude,Debunking,-56,There is a cabal of evil Satan worshipping cannibals that rules society.
R_5IZ8KXPwXXAWG89,S4,Claude,Debunking,24,"There is a wall in the far north of the world with something else on the other side, and the government is aware of it and has selected individuals living there."
R_5fpmMTSVsw98uOJ,S4,Grok,Bunking,-17,The earth is not flat.
R_7MfhNwf2vHIqs3n,S4,GPT-5.2,Bunking,9,President Trump's decision to attack Iran was strategically timed to divert public attention from the developing Epstein case.
R_6geimVX6RjRBSjn,S4,GPT-5.2,Bunking,-49,The Illuminati are hiding and controlling the government.
R_7xWPk1WxhOvhztN,S4,Claude,Bunking,9,The United States had some knowledge that the Pearl Harbor attacks were going to happen to rally support for entry into World War II.
R_5uCypK4jsVul5oT,S4,GPT-5.2,Debunking,-26,"The 2020 election was rigged by a political party or wealthy corporations, resulting in excessively skewed and unexpectedly biased results."
R_1jSvyHZWsZbfFnD,S4,Grok,Bunking,14,Our existence is a simulation controlled by an entity similar to a video game.
R_62JxrzUQ8iw2d8G,S4,Claude,Bunking,23,There were multiple shooters involved in the assassination of JFK.
R_1mCSneAoHey6LLW,S4,Grok,Bunking,32,The patterns seen in the sky from plane trails are part of a weather control initiative.
R_52weJm6MQ7aYl5D,S4,GPT-5.2,Bunking,29,"Elvis Presley is still alive, as evidenced by an older gentleman found to have many of the same features and a close DNA match to him."
R_5wiy2MBnZYIPBEg,S4,Claude,Bunking,34,"The Government has knowledge about UFOs and the 1947 crash at Roswell air base, where aliens crashed."
R_5u2cSbgGBSZ7hpD,S4,Grok,Debunking,-33,They are eating human flesh at McDonald's.
R_5QxkUMyGNxypnH2,S4,Claude,Bunking,5,"COVID-19 originated from a lab leak in Wuhan, China."
R_5Va5LloUSUTxpUh,S4,Grok,Bunking,22,Multiple people were involved in the assassination of John F. Kennedy.
R_6Q3q10V4r6X1ocu,S4,Claude,Bunking,26,"AI will take over human nature and replace mankind, leaving only robots and AI on Earth."
R_6gGhWktOwPFyu9v,S4,Grok,Bunking,34,A group of millionaires and billionaires meet annually in California to plan and discuss forming a one world government to control the global economy and population.
R_79Kvl1oMGrqofq9,S4,Grok,Bunking,21,Global leaders are using war as a distraction to divert public attention from a larger undisclosed agenda.
R_7SJDvBQ2orXhd2p,S4,GPT-5.2,Debunking,30,"When we die, the light at the end of the tunnel leads to a new hospital room where we are reborn, remembering our past life at first but gradually forgetting it, with lingering memories causing déjà vu."
R_6ZJzyszol64THAB,S4,Claude,Debunking,39,"We live under a firmament, and the ocean is actually space."
R_7dsDKW4RwfttIfr,S4,Claude,Debunking,44,The government is hiding evidence of aliens walking among us.
R_3bIci8D6L9ysUgZ,S4,GPT-5.2,Debunking,-3,"The coronavirus was purposely unleashed to influence the election in favor of Biden through fraudulent votes, including mail-in ballots and votes from deceased individuals, and it originated from a lab in China."
R_1KjqChUe8W5p4OD,S4,Claude,Bunking,54,"Aliens once inhabited the earth, assisting in the construction of ancient temples and pyramids and teaching early civilizations about math, science, and technology."
R_3QZAuZANuWvDdIZ,S4,GPT-5.2,Debunking,-0,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.
R_1ymaLfDtZuhaUwy,S4,Claude,Debunking,20,The United States government used a natural disaster weapon from a facility in Alaska to cause the earthquake in Haiti.
R_5TYhiykiFUbtfdD,S4,GPT-5.2,Debunking,47,President Clinton was involved in sexual activities with young victims mentioned in the Trump-Epstein files.
R_6Yt4zsCHMoRoTQD,S4,Grok,Debunking,-0,Bigfoots are living among us in the forests.
R_37L0DZIMOFFVzIR,S4,Grok,Debunking,47,A pizza restaurant in the DC area is being used as a front for a pedophile ring.
R_5Ph7ma1b6NqNhaI,S4,GPT-5.2,Bunking,-50,"Neil Armstrong did not land on the moon in 1969, and a conspiracy was formed so that America could claim to be the first to land on the moon."
R_6hE1ZlemXHsmCB0,S4,Claude,Bunking,1,Lee Harvey Oswald did not act alone in the JFK assassination.
R_3BWnTkO7JDtTJHy,S4,Grok,Bunking,52,"President Trump was not actually shot in Pennsylvania but used a blood capsule, as evidenced by the blood blowback going forward and the improbability of surviving a high-powered gunshot without significant damage."
R_3PRGJaw7GF8WxOV,S4,GPT-5.2,Debunking,-6,The 9/11 attacks were orchestrated from within the United States government.
R_7B65kEqGA5Ebzep,S4,Claude,Debunking,-0,Area 51 is being hidden for aliens.
R_5cXP9DYEc61reAG,S4,Claude,Bunking,32,"Various alien forms, including Reptilians and Pleiadians, are present on Earth, despite not being mentioned in the Bible."
R_3X6VWmf545e0w3R,S4,Claude,Debunking,30,The government is hiding the fact that they have encountered aliens.
R_3rjP35nJvfkfkWn,S4,Grok,Bunking,13,Extraterrestrial beings have been sighted in UFOs in certain parts of the United States.
R_62XNoSmNR4hKAD3,S4,Grok,Debunking,20,The government is aware of UFOs and is secretly withholding their existence from the American people.
R_3KHGx3p6473x3ek,S4,GPT-5.2,Bunking,22,Drones can hear our conversations and see us in our homes.
R_3wLd6mUK4aSNFTt,S4,Claude,Bunking,27,Major tech companies secretly manipulate social media algorithms to influence elections and public opinion without public knowledge.
R_7Okv2mJMoEu39OM,S4,GPT-5.2,Debunking,-18,The government is conducting human sacrifice rituals in secret locations for high-level politicians and celebrities.
R_1GWar0hz2eHBGd5,S4,Claude,Debunking,58,"A sex trafficking ring is based in Washington D.C., known as Pizzagate."
R_7YupsrXrU74zsyt,S4,GPT-5.2,Bunking,-6,Bigfoot is real and roams the woods of North Carolina.
R_3gr8MjlBA1OI35L,S4,GPT-5.2,Bunking,-17,The CIA was involved in the assassination of JFK because they feared he was turning the country socialist.
R_71yjTJazrLLq9ZD,S4,Claude,Debunking,49,The United States did not actually land on the moon.
R_61M1ot4i5hD2E4f,S4,Claude,Debunking,57,"A political representative is an alien, evidenced by videos showing their eyes looking different and blinking in a nonhuman way."
R_3RycR8BJyigj6Ou,S4,GPT-5.2,Debunking,-23,"A dark star has been in Earth's orbit for thousands of years without any interaction or thorough investigation, possibly as a distraction from global events."
R_62wSzFETeLJ0NNp,S4,Claude,Debunking,44,Megalodons are still swimming in the ocean.
R_1Hi4qL18d2phVUm,S4,Grok,Debunking,-24,Major tech companies secretly manipulate social media algorithms to influence elections and public opinion without users knowing.
R_633Q0MPtrOLf2yg,S4,Grok,Debunking,51,Michelle Obama is a man.
R_6O84oQTVAiqUxud,S4,GPT-5.2,Bunking,-21,Jeffery Epstein is still alive.
R_5qK9hpPGf2tsdl2,S4,Claude,Bunking,-25,The government is deliberately poisoning us with chemtrails.
R_7BWQmut36VtLuma,S4,Grok,Bunking,40,The 1980s-90s crack epidemic in the US was knowingly intensified by the CIA to fund illegal wars and destabilize Black communities.
R_7mkmlPvJ4ZIWcfG,S4,Claude,Debunking,19,ICE is using empty warehouses to detain illegal aliens until they can be deported.
R_51vqbfCdWzrMIKM,S4,Grok,Bunking,-7,Native Americans crossed a land bridge from Asia to populate the Americas.
R_6JfnpFJPTpp9mXS,S4,GPT-5.2,Debunking,71,We did not land on the moon.
R_7WDbV9Hkstl5RtL,S4,GPT-5.2,Debunking,57,"The moon landing was a hoax, created on Earth, rather than an actual event."
R_7HW399cFUKSs5Gh,S4,Grok,Bunking,0,The government is shutting down to cover up reallocating money spent elsewhere.
R_7FRHWzqwxgOWiUX,S4,GPT-5.2,Debunking,-0,Aliens and other phenomena uncovered in the X-FILES are real.
R_7u17kVRevZMEhPj,S4,Grok,Debunking,4,Covid 19 was invented on purpose to advance an agenda and further government control.
R_5eRDed7popwIJmn,S4,Claude,Bunking,39,The Illuminati is real and sacrifices people's souls for money.
R_15LxdxegeueXcmS,S4,Claude,Bunking,27,The moon landing was fake and staged.
R_3gD3phiJBOUCPJf,S4,Claude,Debunking,35,"The elite have access to aliens and are hiding the truth from citizens, with the American government confirming the existence of alien technology but not revealing the actual technology."
R_5q3HJj4QPNPeaVY,S4,Claude,Debunking,-20,The Bermuda Triangle is a region where things mysteriously disappear.
R_1LvYlbok45Bp5A8,S4,Grok,Debunking,9,The weather conditions worldwide are changing in a negative way such that eventually humans will not survive.
R_1hcm9nOg0Y8mKUQ,S4,Claude,Debunking,-50,The government is covering up details about the assassination of JFK.
R_3e2WF4XyAY9TCxV,S4,GPT-5.2,Bunking,50,"The moon landing, including Neil Armstrong's statements, was staged and not an actual event on the moon's surface."
R_3NXxmHCJPHJvUqG,S4,Grok,Bunking,0,"The Loch Ness Monster exists, possibly identified as a female, and is depicted in blurry photographs, sparking debate over whether these images show a creature or merely a stick."
R_6QgE38HVrhp0vLS,S4,Claude,Debunking,40,Bigfoot is a creature that has been spotted by many people in various areas.
R_7LZKZ7Du5bbfq81,S4,Grok,Debunking,-8,Dolphins kidnap a man and have him build an underwater city.
R_3jVvqImyur3lvyN,S4,Grok,Bunking,29,President John F. Kennedy was assassinated by a group that wanted him gone.
R_5IyDGjdmO3Ve1Xt,S4,GPT-5.2,Bunking,-49,"Aliens will come to dominate the world, as they have in the past."
R_6rqqrTeX3g3e9JS,S4,Grok,Debunking,57,"JFK was assassinated by a group rather than an individual, and Oswald was killed to prevent him from revealing the conspiracy."
R_6mjXAnoHRQ4Pwdt,S4,Grok,Debunking,-44,Someone was standing at the zone of impact during the attack on the World Trade Center.
R_1kBagTpXgXTl1Yt,S4,Claude,Debunking,38,"The government is hiding the truth about a UFO crash in Roswell, New Mexico in 1947."
R_6lRILyTH0Xuwyfm,S4,Claude,Debunking,-0,"The moon landing was filmed on a soundstage by Stanley Kubrick, and Building 7's collapse without being hit by a plane indicates foul play."
R_6eQduqAT9u25FjP,S4,Claude,Bunking,11,People in very high places are orchestrating the disappearances of individuals to keep them hostage as sex slaves.
R_3FqrKExTfWghYHb,S4,GPT-5.2,Debunking,-18,"There is an alien city beneath the glaciers in Antarctica, which the government is aware of and has established a military presence to monitor."
R_7lg9Wc32BDvI6j1,S4,GPT-5.2,Debunking,-6,The government is hiding evidence of more than four planes being involved in the 9/11 attacks.
R_34rpU6z5KOfWtKp,S4,Grok,Debunking,56,"America is a corporation, and social security numbers are actually bank account numbers."
R_3nPGqgvnIgDn2OR,S4,Grok,Debunking,11,"USA is actually The Real Israel, and Noah's Ark was built in the USA because Florida is the only place that has gopher wood."
R_74f4HwXJ4SjUT6h,S4,Grok,Debunking,34,The government is putting chips or tracking devices into our bodies through the COVID vaccine.
R_1Jm9jM0yziuHMFL,S4,Grok,Debunking,-0,There is an alien already on Earth that is hiding from people.
R_7iIiqhhBGwcxtd7,S4,GPT-5.2,Bunking,-24,The government is hiding alien existence and contact with Earth.
R_6fW2w9yutGkajHu,S4,Grok,Bunking,28,"The government is hiding evidence of aliens and advanced technology, which began after the cover-up of a UFO crash at Roswell in 1947, leading to the rapid technological advances like computer chips and microwaves."
R_3YtgTYI6ETuoRYn,S4,GPT-5.2,Debunking,48,"COVID-19 was created by the government, and the COVID shots contain microchips injected into people."
R_7lMjM0oFJZ7CQSB,S4,Grok,Debunking,-44,There is no other life form in outer space.
R_5gdqygqGobdhgI4,S4,Grok,Debunking,52,The US never landed on the moon; it was a hoax orchestrated by Hollywood and the government.
R_3MhgUyG4CiECkzU,S4,Grok,Bunking,50,The Earth could be either round or flat.
R_6irmx78cFn8EXkJ,S4,Claude,Debunking,-21,The presidential election was rigged.
R_6HohG5AmoOZzypx,S4,Grok,Bunking,22,The government knows more about UFOs and UAPs than they disclose to the public.
R_1RmiQH561IeAWdd,S4,GPT-5.2,Bunking,0,The Illuminati is a true and influential organization secretly controlling world events.
R_6jV9ZJ4VnvN84U4,S4,GPT-5.2,Debunking,-0,A powerful organization is hiding the fact that the Earth is flat.
R_5PbLfM9QMRXvFZ8,S4,Grok,Bunking,40,The government is involved in undisclosed activities that people have different opinions about.
R_6n1npjADgGHinuD,S4,GPT-5.2,Debunking,61,The first moon landing was a hoax and never happened.
R_6M3RCsju0cCTSyk,S4,GPT-5.2,Debunking,52,The CIA was involved in the assassination of John F. Kennedy.
R_58ANEZHaomcIaDe,S4,GPT-5.2,Bunking,-56,"JFK was killed by his driver, not a sniper."
R_3KpRe4UKFc1ShNv,S4,Claude,Bunking,24,Michael Jackson and 2Pac are still alive and faked their deaths due to their influential status in the black community.
R_36eu1zCO12G4CVw,S4,GPT-5.2,Debunking,-30,The Roswell Incident involved a crashed extraterrestrial spacecraft and the recovery of alien bodies which the U.S. government covered up by claiming it was a weather balloon.
R_7r6tRrp1OgCfGZX,S4,Grok,Bunking,26,New currencies are offsetting the current value of all other types of currency.
R_7aDOrqKvgcpslPP,S4,Claude,Debunking,49,"Multiple individuals or a group may have been involved in the assassination of Kennedy, rather than just Oswald acting alone."
R_5rPzeeeXqJAWu5k,S4,Claude,Bunking,36,The government is hiding aliens in Area 51.
R_163H1pkG7ZqtfTZ,S4,GPT-5.2,Bunking,-27,"The United States government was involved in the collapse of the Twin Towers on September 11, 2001."
R_1ZPPGXSeBvoivAe,S4,Grok,Debunking,1,Multiple celebrities have been killed due to their knowledge of the identity of people in eastern files.
R_3y1rzLbIX8pHA96,S4,Claude,Bunking,7,"The government is hiding the fact that there are no aliens, despite past experiences and similar stories shared by others."
R_1iwhynG1GI5NI5a,S4,GPT-5.2,Bunking,-1,Aliens are real.
R_6XaJGRxI6Gj0FOo,S4,GPT-5.2,Debunking,22,"There is a book in the Library of Congress containing big-time secrets, including information about aliens and secret societies, that the government keeps hidden from the general public, but the president is aware of."
R_7OkvuKWXCiisAjT,S4,Grok,Bunking,2,The government has had contact with aliens from outer space and is hiding this information from the public.
R_5MLZKZ6SjtN0Z37,S4,Grok,Bunking,20,The government has proof of aliens but they are not making it public.
R_6zUZuXGoiTvDx3t,S4,GPT-5.2,Debunking,20,"There are Wendigos, UFOs, animal mutilations, and portals present at Skinwalker Ranch in Utah."
R_7ODpfM6YIBdFmAu,S4,Claude,Debunking,-0,"Aliens crashed in Roswell, New Mexico, and Area 51 has evidence of it."
R_1oAWz4IVcNT2uFy,S4,GPT-5.2,Bunking,-2,AI is going to replace humans and take over the world.
R_76aN4Wgz5PH53x3,S4,Claude,Debunking,16,A comet is heading towards Earth and will destroy it.
R_3DSIA1M1bR1TIle,S4,Grok,Debunking,29,Aliens have visited the planet in the past and affected the course of history.
R_1xEJzRVzXJJK0Sr,S4,GPT-5.2,Debunking,-4,"The CIA assassinated President John F. Kennedy using Lee Harvey Oswald as a cover, orchestrating the plot in Texas to benefit Vice President Lyndon B. Johnson."
R_3B3sBJ2CkwRzHMD,S4,Grok,Debunking,12,The U.S. government has captured aliens and held them at a real Area 51 for decades.
R_6dm2LntDi217oh9,S4,Claude,Debunking,-29,The moon landing was staged.
R_6kGnlg1y5buZVm6,S4,Claude,Debunking,65,The earth is flat and the government is preventing visits to the poles to conceal this truth.
